total_imports_exports_and_balance_trade,year,trade_type,value_million_usd
Micronesia (Fed. States of),2020-01-01,imports,565
Micronesia (Fed. States of),2021-01-01,imports,570
Micronesia (Fed. States of),1995-01-01,exports,43
Micronesia (Fed. States of),2005-01-01,exports,13
Micronesia (Fed. States of),2010-01-01,exports,23
Micronesia (Fed. States of),2015-01-01,exports,40
Micronesia (Fed. States of),2019-01-01,exports,217
Micronesia (Fed. States of),2020-01-01,exports,202
Micronesia (Fed. States of),2021-01-01,exports,227
Micronesia (Fed. States of),1995-01-01,balance_import_export,-56
Micronesia (Fed. States of),2005-01-01,balance_import_export,-115
Micronesia (Fed. States of),2010-01-01,balance_import_export,-145
Micronesia (Fed. States of),2015-01-01,balance_import_export,-121
Micronesia (Fed. States of),2019-01-01,balance_import_export,-306
Micronesia (Fed. States of),2020-01-01,balance_import_export,-364
Micronesia (Fed. States of),2021-01-01,balance_import_export,-343
Mongolia,1995-01-01,imports,415
Mongolia,2005-01-01,imports,1183
Mongolia,2010-01-01,imports,3200
Mongolia,2015-01-01,imports,3797
Mongolia,2019-01-01,imports,6127
Mongolia,2020-01-01,imports,5299
Mongolia,2021-01-01,imports,6844
Mongolia,1995-01-01,exports,473
Mongolia,2005-01-01,exports,1064
Mongolia,2010-01-01,exports,2908
Mongolia,2015-01-01,exports,4669
Mongolia,2019-01-01,exports,7620
Mongolia,2020-01-01,exports,7576
Mongolia,2021-01-01,exports,9241
Mongolia,1995-01-01,balance_import_export,58
Mongolia,2005-01-01,balance_import_export,-118
Mongolia,2010-01-01,balance_import_export,-291
Mongolia,2015-01-01,balance_import_export,873
Mongolia,2019-01-01,balance_import_export,1492
Mongolia,2020-01-01,balance_import_export,2278
Mongolia,2021-01-01,balance_import_export,2397
Montenegro,2010-01-01,imports,2182
Montenegro,2015-01-01,imports,2050
Montenegro,2019-01-01,imports,2908
Montenegro,2020-01-01,imports,2394
Montenegro,2021-01-01,imports,2946
Montenegro,2010-01-01,exports,437
Montenegro,2015-01-01,exports,353
Montenegro,2019-01-01,exports,463
Montenegro,2020-01-01,exports,410
Montenegro,2021-01-01,exports,516
Montenegro,2010-01-01,balance_import_export,-1745
Montenegro,2015-01-01,balance_import_export,-1697
Montenegro,2019-01-01,balance_import_export,-2445
Montenegro,2020-01-01,balance_import_export,-1984
Montenegro,2021-01-01,balance_import_export,-2430
Montserrat,1995-01-01,imports,51
Montserrat,2005-01-01,imports,30
Montserrat,2010-01-01,imports,29
Montserrat,2015-01-01,imports,39
Montserrat,2019-01-01,imports,61
Montserrat,2020-01-01,imports,58
Montserrat,2021-01-01,imports,31
Montserrat,1995-01-01,exports,2
Montserrat,2005-01-01,exports,1
Montserrat,2010-01-01,exports,1
Montserrat,2015-01-01,exports,3
Montserrat,2019-01-01,exports,17
Montserrat,2020-01-01,exports,27
Montserrat,2021-01-01,exports,2
Montserrat,1995-01-01,balance_import_export,-49
Montserrat,2005-01-01,balance_import_export,-28
Montserrat,2010-01-01,balance_import_export,-28
Montserrat,2015-01-01,balance_import_export,-36
Montserrat,2019-01-01,balance_import_export,-44
Montserrat,2020-01-01,balance_import_export,-31
Montserrat,2021-01-01,balance_import_export,-29
Morocco,1995-01-01,imports,8540
Morocco,2005-01-01,imports,20803
Morocco,2010-01-01,imports,35379
Morocco,2015-01-01,imports,38146
Morocco,2019-01-01,imports,51049
Morocco,2020-01-01,imports,44526
Morocco,2021-01-01,imports,57016
Morocco,1995-01-01,exports,4719
Morocco,2005-01-01,exports,11185
Morocco,2010-01-01,exports,17765
Morocco,2015-01-01,exports,22337
Morocco,2019-01-01,exports,29582
Morocco,2020-01-01,exports,27703
Morocco,2021-01-01,exports,34328
Morocco,1995-01-01,balance_import_export,-3822
Morocco,2005-01-01,balance_import_export,-9618
Morocco,2010-01-01,balance_import_export,-17614
Morocco,2015-01-01,balance_import_export,-15809
Morocco,2019-01-01,balance_import_export,-21467
Morocco,2020-01-01,balance_import_export,-16824
Morocco,2021-01-01,balance_import_export,-22688
Mozambique,1995-01-01,imports,727
Mozambique,2005-01-01,imports,2408
Mozambique,2010-01-01,imports,3564
Mozambique,2015-01-01,imports,7852
Mozambique,2019-01-01,imports,7639
Mozambique,2020-01-01,imports,6438
Mozambique,2021-01-01,imports,9702
Mozambique,1995-01-01,exports,174
Mozambique,2005-01-01,exports,1745
Mozambique,2010-01-01,exports,2243
Mozambique,2015-01-01,exports,3649
Mozambique,2019-01-01,exports,4722
Mozambique,2020-01-01,exports,3460
Mozambique,2021-01-01,exports,4877
Mozambique,1995-01-01,balance_import_export,-553
Mozambique,2005-01-01,balance_import_export,-663
Mozambique,2010-01-01,balance_import_export,-1321
Mozambique,2015-01-01,balance_import_export,-4203
Mozambique,2019-01-01,balance_import_export,-2916
Mozambique,2020-01-01,balance_import_export,-2978
Mozambique,2021-01-01,balance_import_export,-4824
Myanmar,1995-01-01,imports,1346
Myanmar,2005-01-01,imports,1907
Myanmar,2010-01-01,imports,4866
Myanmar,2015-01-01,imports,16913
Myanmar,2019-01-01,imports,18611
Myanmar,2020-01-01,imports,17964
Myanmar,2021-01-01,imports,14322
Myanmar,1995-01-01,exports,860
Myanmar,2005-01-01,exports,3776
Myanmar,2010-01-01,exports,8873
Myanmar,2015-01-01,exports,11432
Myanmar,2019-01-01,exports,18106
Myanmar,2020-01-01,exports,16929
Myanmar,2021-01-01,exports,15145
Myanmar,1995-01-01,balance_import_export,-487
Myanmar,2005-01-01,balance_import_export,1869
Myanmar,2010-01-01,balance_import_export,4008
Myanmar,2015-01-01,balance_import_export,-5481
Myanmar,2019-01-01,balance_import_export,-505
Myanmar,2020-01-01,balance_import_export,-1035
Myanmar,2021-01-01,balance_import_export,823
Namibia,2005-01-01,imports,2525
Namibia,2010-01-01,imports,5980
Namibia,2015-01-01,imports,7697
Namibia,2019-01-01,imports,8086
Namibia,2020-01-01,imports,6823
Namibia,2021-01-01,imports,8105
Namibia,2005-01-01,exports,2726
Namibia,2010-01-01,exports,5848
Namibia,2015-01-01,exports,4628
Namibia,2019-01-01,exports,6258
Namibia,2020-01-01,exports,5600
Namibia,2021-01-01,exports,6474
Namibia,2005-01-01,balance_import_export,201
Namibia,2010-01-01,balance_import_export,-131
Namibia,2015-01-01,balance_import_export,-3069
Namibia,2019-01-01,balance_import_export,-1828
Namibia,2020-01-01,balance_import_export,-1223
Namibia,2021-01-01,balance_import_export,-1631
Nepal,1995-01-01,imports,1330
Nepal,2005-01-01,imports,2282
Nepal,2010-01-01,imports,5116
Nepal,2015-01-01,imports,6612
Nepal,2019-01-01,imports,12325
Nepal,2020-01-01,imports,10341
Nepal,2021-01-01,imports,16332
Nepal,1995-01-01,exports,345
Nepal,2005-01-01,exports,863
Nepal,2010-01-01,exports,874
Nepal,2015-01-01,exports,660
Nepal,2019-01-01,exports,960
Nepal,2020-01-01,exports,889
Nepal,2021-01-01,exports,1749
Nepal,1995-01-01,balance_import_export,-985
Nepal,2005-01-01,balance_import_export,-1419
Nepal,2010-01-01,balance_import_export,-4242
Nepal,2015-01-01,balance_import_export,-5952
Nepal,2019-01-01,balance_import_export,-11366
Nepal,2020-01-01,balance_import_export,-9453
Nepal,2021-01-01,balance_import_export,-14583
Netherlands,1995-01-01,imports,157929
Netherlands,2005-01-01,imports,310591
Netherlands,2010-01-01,imports,439987
Netherlands,2015-01-01,imports,412644
Netherlands,2019-01-01,imports,514858
Netherlands,2020-01-01,imports,484089
Netherlands,2021-01-01,imports,623247
Netherlands,1995-01-01,exports,177626
Netherlands,2005-01-01,exports,349813
Netherlands,2010-01-01,exports,492646
Netherlands,2015-01-01,exports,464697
Netherlands,2019-01-01,exports,576784
Netherlands,2020-01-01,exports,551353
Netherlands,2021-01-01,exports,693800
Netherlands,1995-01-01,balance_import_export,19697
Netherlands,2005-01-01,balance_import_export,39222
Netherlands,2010-01-01,balance_import_export,52659
Netherlands,2015-01-01,balance_import_export,52053
Netherlands,2019-01-01,balance_import_export,61927
Netherlands,2020-01-01,balance_import_export,67264
Netherlands,2021-01-01,balance_import_export,70554
Netherlands Antilles [former],1995-01-01,imports,1830
Netherlands Antilles [former],2005-01-01,imports,894
Netherlands Antilles [former],2010-01-01,imports,2687
Netherlands Antilles [former],1995-01-01,exports,1354
Netherlands Antilles [former],2005-01-01,exports,91
Netherlands Antilles [former],2010-01-01,exports,811
Netherlands Antilles [former],1995-01-01,balance_import_export,-476
Netherlands Antilles [former],2005-01-01,balance_import_export,-803
Netherlands Antilles [former],2010-01-01,balance_import_export,-1876
New Caledonia,1995-01-01,imports,840
New Caledonia,2005-01-01,imports,1774
New Caledonia,2010-01-01,imports,3303
New Caledonia,2015-01-01,imports,2529
New Caledonia,2019-01-01,imports,2991
New Caledonia,2020-01-01,imports,2623
New Caledonia,2021-01-01,imports,2647
New Caledonia,1995-01-01,exports,570
New Caledonia,2005-01-01,exports,1114
New Caledonia,2010-01-01,exports,1268
New Caledonia,2015-01-01,exports,1239
New Caledonia,2019-01-01,exports,1153
New Caledonia,2020-01-01,exports,1102
New Caledonia,2021-01-01,exports,1296
New Caledonia,1995-01-01,balance_import_export,-270
New Caledonia,2005-01-01,balance_import_export,-660
New Caledonia,2010-01-01,balance_import_export,-2036
New Caledonia,2015-01-01,balance_import_export,-1291
New Caledonia,2019-01-01,balance_import_export,-1838
New Caledonia,2020-01-01,balance_import_export,-1520
New Caledonia,2021-01-01,balance_import_export,-1351
New Zealand,1995-01-01,imports,13958
New Zealand,2005-01-01,imports,26232
New Zealand,2010-01-01,imports,30616
New Zealand,2015-01-01,imports,36528
New Zealand,2019-01-01,imports,42271
New Zealand,2020-01-01,imports,37098
New Zealand,2021-01-01,imports,49882
New Zealand,1995-01-01,exports,13745
New Zealand,2005-01-01,exports,21729
New Zealand,2010-01-01,exports,31393
New Zealand,2015-01-01,exports,34357
New Zealand,2019-01-01,exports,39540
New Zealand,2020-01-01,exports,38877
New Zealand,2021-01-01,exports,73366
New Zealand,1995-01-01,balance_import_export,-212
New Zealand,2005-01-01,balance_import_export,-4504
New Zealand,2010-01-01,balance_import_export,777
New Zealand,2015-01-01,balance_import_export,-2171
New Zealand,2019-01-01,balance_import_export,-2731
New Zealand,2020-01-01,balance_import_export,1779
New Zealand,2021-01-01,balance_import_export,23484
Nicaragua,1995-01-01,imports,1009
Nicaragua,2005-01-01,imports,2536
Nicaragua,2010-01-01,imports,4191
Nicaragua,2015-01-01,imports,5866
Nicaragua,2019-01-01,imports,6985
Nicaragua,2020-01-01,imports,6545
Nicaragua,2021-01-01,imports,9826
Nicaragua,1995-01-01,exports,509
Nicaragua,2005-01-01,exports,866
Nicaragua,2010-01-01,exports,1848
Nicaragua,2015-01-01,exports,4667
Nicaragua,2019-01-01,exports,5273
Nicaragua,2020-01-01,exports,5087
Nicaragua,2021-01-01,exports,6495
Nicaragua,1995-01-01,balance_import_export,-500
Nicaragua,2005-01-01,balance_import_export,-1670
Nicaragua,2010-01-01,balance_import_export,-2343
Nicaragua,2015-01-01,balance_import_export,-1199
Nicaragua,2019-01-01,balance_import_export,-1713
Nicaragua,2020-01-01,balance_import_export,-1458
Nicaragua,2021-01-01,balance_import_export,-3331
Niger,1995-01-01,imports,345
Niger,2005-01-01,imports,736
Niger,2010-01-01,imports,2273
Niger,2015-01-01,imports,2458
Niger,2019-01-01,imports,2770
Niger,2020-01-01,imports,3028
Niger,2021-01-01,imports,4064
Niger,1995-01-01,exports,273
Niger,2005-01-01,exports,486
Niger,2010-01-01,exports,479
Niger,2015-01-01,exports,790
Niger,2019-01-01,exports,855
Niger,2020-01-01,exports,1246
Niger,2021-01-01,exports,4444
Niger,1995-01-01,balance_import_export,-71
Niger,2005-01-01,balance_import_export,-250
Niger,2010-01-01,balance_import_export,-1794
Niger,2015-01-01,balance_import_export,-1669
Niger,2019-01-01,balance_import_export,-1915
Niger,2020-01-01,balance_import_export,-1782
Niger,2021-01-01,balance_import_export,380
Nigeria,1995-01-01,imports,8221
Nigeria,2005-01-01,imports,21314
Nigeria,2010-01-01,imports,44235
Nigeria,2015-01-01,imports,33831
Nigeria,2019-01-01,imports,47369
Nigeria,2020-01-01,imports,55455
Nigeria,2021-01-01,imports,52068
Nigeria,1995-01-01,exports,12342
Nigeria,2005-01-01,exports,55145
Nigeria,2010-01-01,exports,86568
Nigeria,2015-01-01,exports,48433
Nigeria,2019-01-01,exports,53618
Nigeria,2020-01-01,exports,34900
Nigeria,2021-01-01,exports,47232
Nigeria,1995-01-01,balance_import_export,4121
Nigeria,2005-01-01,balance_import_export,33831
Nigeria,2010-01-01,balance_import_export,42333
Nigeria,2015-01-01,balance_import_export,14602
Nigeria,2019-01-01,balance_import_export,6249
Nigeria,2020-01-01,balance_import_export,-20555
Nigeria,2021-01-01,balance_import_export,-4837
North Macedonia,1995-01-01,imports,1719
North Macedonia,2005-01-01,imports,3228
North Macedonia,2010-01-01,imports,5474
North Macedonia,2015-01-01,imports,6427
North Macedonia,2019-01-01,imports,9446
North Macedonia,2020-01-01,imports,8709
North Macedonia,2021-01-01,imports,11696
North Macedonia,1995-01-01,exports,1204
North Macedonia,2005-01-01,exports,2041
North Macedonia,2010-01-01,exports,3351
North Macedonia,2015-01-01,exports,4530
North Macedonia,2019-01-01,exports,7195
North Macedonia,2020-01-01,exports,6633
North Macedonia,2021-01-01,exports,8145
North Macedonia,1995-01-01,balance_import_export,-515
North Macedonia,2005-01-01,balance_import_export,-1187
North Macedonia,2010-01-01,balance_import_export,-2123
North Macedonia,2015-01-01,balance_import_export,-1897
North Macedonia,2019-01-01,balance_import_export,-2250
North Macedonia,2020-01-01,balance_import_export,-2076
North Macedonia,2021-01-01,balance_import_export,-3551
Northern Mariana Islands,1995-01-01,imports,628
Northern Mariana Islands,2005-01-01,imports,1952
Northern Mariana Islands,2010-01-01,imports,2867
Northern Mariana Islands,2015-01-01,imports,4215
Northern Mariana Islands,2019-01-01,imports,5735
Northern Mariana Islands,2020-01-01,imports,6194
Northern Mariana Islands,2021-01-01,imports,6690
Northern Mariana Islands,1995-01-01,exports,941
Northern Mariana Islands,2005-01-01,exports,1254
Northern Mariana Islands,2010-01-01,exports,1453
Northern Mariana Islands,2015-01-01,exports,1685
Northern Mariana Islands,2019-01-01,exports,1896
Northern Mariana Islands,2020-01-01,exports,1953
Northern Mariana Islands,2021-01-01,exports,2011
Northern Mariana Islands,1995-01-01,balance_import_export,313
Northern Mariana Islands,2005-01-01,balance_import_export,-699
Northern Mariana Islands,2010-01-01,balance_import_export,-1414
Northern Mariana Islands,2015-01-01,balance_import_export,-2530
Northern Mariana Islands,2019-01-01,balance_import_export,-3839
Northern Mariana Islands,2020-01-01,balance_import_export,-4241
Northern Mariana Islands,2021-01-01,balance_import_export,-4678
Norway,1995-01-01,imports,32706
Norway,2005-01-01,imports,55488
Norway,2010-01-01,imports,77330
Norway,2015-01-01,imports,76399
Norway,2019-01-01,imports,86145
Norway,2020-01-01,imports,81624
Norway,2021-01-01,imports,99193
Norway,1995-01-01,exports,41740
Norway,2005-01-01,exports,103759
Norway,2010-01-01,exports,130657
Norway,2015-01-01,exports,103785
Norway,2019-01-01,exports,104030
Norway,2020-01-01,exports,82749
Norway,2021-01-01,exports,161687
Norway,1995-01-01,balance_import_export,9034
Norway,2005-01-01,balance_import_export,48271
Norway,2010-01-01,balance_import_export,53327
Norway,2015-01-01,balance_import_export,27386
Norway,2019-01-01,balance_import_export,17885
Norway,2020-01-01,balance_import_export,1125
Norway,2021-01-01,balance_import_export,62493
Oman,1995-01-01,imports,4249
Oman,2005-01-01,imports,8970
Oman,2010-01-01,imports,19775
Oman,2015-01-01,imports,29007
Oman,2019-01-01,imports,22562
Oman,2020-01-01,imports,19577
Oman,2021-01-01,imports,24633
Oman,1995-01-01,exports,5917
Oman,2005-01-01,exports,18692
Oman,2010-01-01,exports,36600
Oman,2015-01-01,exports,35686
Oman,2019-01-01,exports,37725
Oman,2020-01-01,exports,30499
Oman,2021-01-01,exports,43092
Oman,1995-01-01,balance_import_export,1669
Oman,2005-01-01,balance_import_export,9722
Oman,2010-01-01,balance_import_export,16825
Oman,2015-01-01,balance_import_export,6679
Oman,2019-01-01,balance_import_export,15163
Oman,2020-01-01,balance_import_export,10921
Oman,2021-01-01,balance_import_export,18460
Other non-specified areas,1995-01-01,imports,103506
Other non-specified areas,2005-01-01,imports,181592
Other non-specified areas,2010-01-01,imports,251315
Other non-specified areas,2015-01-01,imports,228508
Other non-specified areas,2019-01-01,imports,285931
Other non-specified areas,2020-01-01,imports,287429
Other non-specified areas,2021-01-01,imports,382555
Other non-specified areas,1995-01-01,exports,111343
Other non-specified areas,2005-01-01,exports,189393
Other non-specified areas,2010-01-01,exports,273706
Other non-specified areas,2015-01-01,exports,280019
Other non-specified areas,2019-01-01,exports,329484
Other non-specified areas,2020-01-01,exports,347195
Other non-specified areas,2021-01-01,exports,447657
Other non-specified areas,1995-01-01,balance_import_export,7838
Other non-specified areas,2005-01-01,balance_import_export,7801
Other non-specified areas,2010-01-01,balance_import_export,22391
Other non-specified areas,2015-01-01,balance_import_export,51511
Other non-specified areas,2019-01-01,balance_import_export,43553
Other non-specified areas,2020-01-01,balance_import_export,59765
Other non-specified areas,2021-01-01,balance_import_export,65102
Pakistan,1995-01-01,imports,11704
Pakistan,2005-01-01,imports,25097
Pakistan,2010-01-01,imports,37537
Pakistan,2015-01-01,imports,43990
Pakistan,2019-01-01,imports,50063
Pakistan,2020-01-01,imports,45775
Pakistan,2021-01-01,imports,72892
Pakistan,1995-01-01,exports,8158
Pakistan,2005-01-01,exports,16050
Pakistan,2010-01-01,exports,21413
Pakistan,2015-01-01,exports,22089
Pakistan,2019-01-01,exports,23749
Pakistan,2020-01-01,exports,22237
Pakistan,2021-01-01,exports,28795
Pakistan,1995-01-01,balance_import_export,-3546
Pakistan,2005-01-01,balance_import_export,-9046
Pakistan,2010-01-01,balance_import_export,-16124
Pakistan,2015-01-01,balance_import_export,-21901
Pakistan,2019-01-01,balance_import_export,-26314
Pakistan,2020-01-01,balance_import_export,-23538
Pakistan,2021-01-01,balance_import_export,-44096
Palau,1995-01-01,imports,60
Palau,2005-01-01,imports,156
Palau,2010-01-01,imports,107
Palau,2015-01-01,imports,150
Palau,2019-01-01,imports,164
Palau,2020-01-01,imports,192
Palau,2021-01-01,imports,217
Palau,1995-01-01,exports,14
Palau,2005-01-01,exports,14
Palau,2010-01-01,exports,12
Palau,2015-01-01,exports,6
Palau,2019-01-01,exports,2
Palau,2020-01-01,exports,2
Palau,2021-01-01,exports,4
Palau,1995-01-01,balance_import_export,-47
Palau,2005-01-01,balance_import_export,-143
Palau,2010-01-01,balance_import_export,-96
Palau,2015-01-01,balance_import_export,-144
Palau,2019-01-01,balance_import_export,-162
Palau,2020-01-01,balance_import_export,-191
Palau,2021-01-01,balance_import_export,-213
