T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
11,Western Africa,2019,Imports CIF (millions of US dollars),,,"105,820",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2020,Imports CIF (millions of US dollars),,,"114,903",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2021,Imports CIF (millions of US dollars),,,"125,546",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,1995,Exports FOB (millions of US dollars),,,"21,750",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2005,Exports FOB (millions of US dollars),,,"71,221",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2010,Exports FOB (millions of US dollars),,,"113,448",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2015,Exports FOB (millions of US dollars),,,"89,100",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2019,Exports FOB (millions of US dollars),,,"103,341",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2020,Exports FOB (millions of US dollars),,,"89,698",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2021,Exports FOB (millions of US dollars),,,"114,948",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,1995,Balance imports/exports (millions of US dollars),,,"2,597",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2005,Balance imports/exports (millions of US dollars),,,"26,273",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2010,Balance imports/exports (millions of US dollars),,,"30,194",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2015,Balance imports/exports (millions of US dollars),,,"1,863",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2019,Balance imports/exports (millions of US dollars),,,"-2,479",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2020,Balance imports/exports (millions of US dollars),,,"-25,206",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
11,Western Africa,2021,Balance imports/exports (millions of US dollars),,,"-10,598",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,1995,Imports CIF (millions of US dollars),,,"1,178,848",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2005,Imports CIF (millions of US dollars),,,"2,557,150",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2010,Imports CIF (millions of US dollars),,,"3,230,657",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2015,Imports CIF (millions of US dollars),,,"3,739,612",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2019,Imports CIF (millions of US dollars),,,"4,098,922",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2020,Imports CIF (millions of US dollars),,,"3,723,598",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2021,Imports CIF (millions of US dollars),,,"4,666,199",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,1995,Exports FOB (millions of US dollars),,,"997,709",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2005,Exports FOB (millions of US dollars),,,"1,835,325",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2010,Exports FOB (millions of US dollars),,,"2,551,125",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2015,Exports FOB (millions of US dollars),,,"2,827,588",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2019,Exports FOB (millions of US dollars),,,"3,133,901",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2020,Exports FOB (millions of US dollars),,,"2,766,237",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2021,Exports FOB (millions of US dollars),,,"3,448,620",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,1995,Balance imports/exports (millions of US dollars),,,"-181,139",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2005,Balance imports/exports (millions of US dollars),,,"-721,825",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2010,Balance imports/exports (millions of US dollars),,,"-679,532",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2015,Balance imports/exports (millions of US dollars),,,"-912,024",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2019,Balance imports/exports (millions of US dollars),,,"-965,021",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2020,Balance imports/exports (millions of US dollars),,,"-957,362",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
19,Americas,2021,Balance imports/exports (millions of US dollars),,,"-1,217,579",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,1995,Imports CIF (millions of US dollars),,,"936,343",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2005,Imports CIF (millions of US dollars),,,"2,048,668",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2010,Imports CIF (millions of US dollars),,,"2,362,932",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2015,Imports CIF (millions of US dollars),,,"2,736,654",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2019,Imports CIF (millions of US dollars),,,"3,027,250",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2020,Imports CIF (millions of US dollars),,,"2,816,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2021,Imports CIF (millions of US dollars),,,"3,429,541",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,1995,Exports FOB (millions of US dollars),,,"774,525",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2005,Exports FOB (millions of US dollars),,,"1,265,374",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2010,Exports FOB (millions of US dollars),,,"1,665,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2015,Exports FOB (millions of US dollars),,,"1,911,491",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2019,Exports FOB (millions of US dollars),,,"2,091,764",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2020,Exports FOB (millions of US dollars),,,"1,820,918",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2021,Exports FOB (millions of US dollars),,,"2,256,905",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,1995,Balance imports/exports (millions of US dollars),,,"-161,818",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2005,Balance imports/exports (millions of US dollars),,,"-783,295",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2010,Balance imports/exports (millions of US dollars),,,"-697,713",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2015,Balance imports/exports (millions of US dollars),,,"-825,163",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2019,Balance imports/exports (millions of US dollars),,,"-935,486",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2020,Balance imports/exports (millions of US dollars),,,"-995,486",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
21,Northern America,2021,Balance imports/exports (millions of US dollars),,,"-1,172,635",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,1995,Imports CIF (millions of US dollars),,,"242,505",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2005,Imports CIF (millions of US dollars),,,"508,481",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2010,Imports CIF (millions of US dollars),,,"867,725",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2015,Imports CIF (millions of US dollars),,,"1,002,958",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2019,Imports CIF (millions of US dollars),,,"1,071,672",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2020,Imports CIF (millions of US dollars),,,"907,194",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2021,Imports CIF (millions of US dollars),,,"1,236,659",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,1995,Exports FOB (millions of US dollars),,,"223,184",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2005,Exports FOB (millions of US dollars),,,"569,951",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2010,Exports FOB (millions of US dollars),,,"885,906",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
419,Latin America & the Caribbean,2015,Exports FOB (millions of US dollars),,,"916,097",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
