total_imports_exports_and_balance_trade,year,trade_type,value_million_usd,country_code
Republic of Moldova,2015-01-01,imports,3987,
Republic of Moldova,2019-01-01,imports,5842,
Republic of Moldova,2020-01-01,imports,5416,
Republic of Moldova,2021-01-01,imports,7177,
Republic of Moldova,1995-01-01,exports,746,
Republic of Moldova,2005-01-01,exports,1091,
Republic of Moldova,2010-01-01,exports,1541,
Republic of Moldova,2015-01-01,exports,1967,
Republic of Moldova,2019-01-01,exports,2779,
Republic of Moldova,2020-01-01,exports,2467,
Republic of Moldova,2021-01-01,exports,3144,
Republic of Moldova,1995-01-01,balance_import_export,-95,
Republic of Moldova,2005-01-01,balance_import_export,-1201,
Republic of Moldova,2010-01-01,balance_import_export,-2314,
Republic of Moldova,2015-01-01,balance_import_export,-2020,
Republic of Moldova,2019-01-01,balance_import_export,-3063,
Republic of Moldova,2020-01-01,balance_import_export,-2949,
Republic of Moldova,2021-01-01,balance_import_export,-4032,
Réunion,1995-01-01,imports,2711,
Réunion,1995-01-01,exports,209,
Réunion,1995-01-01,balance_import_export,-2502,
Romania,1995-01-01,imports,10278,ROU
Romania,2005-01-01,imports,40463,ROU
Romania,2010-01-01,imports,62007,ROU
Romania,2015-01-01,imports,69858,ROU
Romania,2019-01-01,imports,96644,ROU
Romania,2020-01-01,imports,92056,ROU
Romania,2021-01-01,imports,116402,ROU
Romania,1995-01-01,exports,7910,ROU
Romania,2005-01-01,exports,27730,ROU
Romania,2010-01-01,exports,49413,ROU
Romania,2015-01-01,exports,60605,ROU
Romania,2019-01-01,exports,77299,ROU
Romania,2020-01-01,exports,71046,ROU
Romania,2021-01-01,exports,88390,ROU
Romania,1995-01-01,balance_import_export,-2368,ROU
Romania,2005-01-01,balance_import_export,-12733,ROU
Romania,2010-01-01,balance_import_export,-12593,ROU
Romania,2015-01-01,balance_import_export,-9253,ROU
Romania,2019-01-01,balance_import_export,-19346,ROU
Romania,2020-01-01,balance_import_export,-21010,ROU
Romania,2021-01-01,balance_import_export,-28012,ROU
Russian Federation,1995-01-01,imports,46710,RUS
Russian Federation,2005-01-01,imports,98707,RUS
Russian Federation,2010-01-01,imports,228912,RUS
Russian Federation,2015-01-01,imports,182782,RUS
Russian Federation,2019-01-01,imports,247161,RUS
Russian Federation,2020-01-01,imports,231664,RUS
Russian Federation,2021-01-01,imports,297634,RUS
Russian Federation,1995-01-01,exports,79869,RUS
Russian Federation,2005-01-01,exports,241452,RUS
Russian Federation,2010-01-01,exports,397068,RUS
Russian Federation,2015-01-01,exports,343908,RUS
Russian Federation,2019-01-01,exports,426720,RUS
Russian Federation,2020-01-01,exports,337104,RUS
Russian Federation,2021-01-01,exports,505616,RUS
Russian Federation,1995-01-01,balance_import_export,33159,RUS
Russian Federation,2005-01-01,balance_import_export,142744,RUS
Russian Federation,2010-01-01,balance_import_export,168156,RUS
Russian Federation,2015-01-01,balance_import_export,161126,RUS
Russian Federation,2019-01-01,balance_import_export,179559,RUS
Russian Federation,2020-01-01,balance_import_export,105440,RUS
Russian Federation,2021-01-01,balance_import_export,207982,RUS
Rwanda,1995-01-01,imports,241,RWA
Rwanda,2005-01-01,imports,374,RWA
Rwanda,2010-01-01,imports,1405,RWA
Rwanda,2015-01-01,imports,2370,RWA
Rwanda,2019-01-01,imports,3195,RWA
Rwanda,2020-01-01,imports,4214,RWA
Rwanda,2021-01-01,imports,5342,RWA
Rwanda,1995-01-01,exports,8,RWA
Rwanda,2005-01-01,exports,150,RWA
Rwanda,2010-01-01,exports,242,RWA
Rwanda,2015-01-01,exports,594,RWA
Rwanda,2019-01-01,exports,1162,RWA
Rwanda,2020-01-01,exports,1642,RWA
Rwanda,2021-01-01,exports,2195,RWA
Rwanda,1995-01-01,balance_import_export,-233,RWA
Rwanda,2005-01-01,balance_import_export,-224,RWA
Rwanda,2010-01-01,balance_import_export,-1163,RWA
Rwanda,2015-01-01,balance_import_export,-1777,RWA
Rwanda,2019-01-01,balance_import_export,-2033,RWA
Rwanda,2020-01-01,balance_import_export,-2572,RWA
Rwanda,2021-01-01,balance_import_export,-3147,RWA
Saint Helena,1995-01-01,imports,13,SHN
Saint Helena,2005-01-01,imports,12,SHN
Saint Helena,2010-01-01,imports,20,SHN
Saint Helena,2015-01-01,imports,41,SHN
Saint Helena,2019-01-01,imports,71,SHN
Saint Helena,2020-01-01,imports,81,SHN
Saint Helena,2021-01-01,imports,93,SHN
Saint Helena,1995-01-01,exports,1,SHN
Saint Helena,2005-01-01,exports,1,SHN
Saint Helena,2010-01-01,exports,0,SHN
Saint Helena,2015-01-01,exports,0,SHN
Saint Helena,2019-01-01,exports,0,SHN
Saint Helena,2020-01-01,exports,0,SHN
Saint Helena,2021-01-01,exports,0,SHN
Saint Helena,1995-01-01,balance_import_export,-12,SHN
Saint Helena,2005-01-01,balance_import_export,-12,SHN
Saint Helena,2010-01-01,balance_import_export,-20,SHN
Saint Helena,2015-01-01,balance_import_export,-40,SHN
Saint Helena,2019-01-01,balance_import_export,-71,SHN
Saint Helena,2020-01-01,balance_import_export,-81,SHN
Saint Helena,2021-01-01,balance_import_export,-93,SHN
Saint Kitts and Nevis,1995-01-01,imports,132,KNA
Saint Kitts and Nevis,2005-01-01,imports,210,KNA
Saint Kitts and Nevis,2010-01-01,imports,270,KNA
Saint Kitts and Nevis,2015-01-01,imports,297,KNA
Saint Kitts and Nevis,2019-01-01,imports,331,KNA
Saint Kitts and Nevis,2020-01-01,imports,268,KNA
Saint Kitts and Nevis,2021-01-01,imports,263,KNA
Saint Kitts and Nevis,1995-01-01,exports,19,KNA
Saint Kitts and Nevis,2005-01-01,exports,34,KNA
Saint Kitts and Nevis,2010-01-01,exports,32,KNA
Saint Kitts and Nevis,2015-01-01,exports,32,KNA
Saint Kitts and Nevis,2019-01-01,exports,40,KNA
Saint Kitts and Nevis,2020-01-01,exports,34,KNA
Saint Kitts and Nevis,2021-01-01,exports,44,KNA
Saint Kitts and Nevis,1995-01-01,balance_import_export,-113,KNA
Saint Kitts and Nevis,2005-01-01,balance_import_export,-176,KNA
Saint Kitts and Nevis,2010-01-01,balance_import_export,-238,KNA
Saint Kitts and Nevis,2015-01-01,balance_import_export,-265,KNA
Saint Kitts and Nevis,2019-01-01,balance_import_export,-290,KNA
Saint Kitts and Nevis,2020-01-01,balance_import_export,-234,KNA
Saint Kitts and Nevis,2021-01-01,balance_import_export,-219,KNA
Saint Lucia,1995-01-01,imports,306,LCA
Saint Lucia,2005-01-01,imports,486,LCA
Saint Lucia,2010-01-01,imports,647,LCA
Saint Lucia,2015-01-01,imports,583,LCA
Saint Lucia,2019-01-01,imports,624,LCA
Saint Lucia,2020-01-01,imports,621,LCA
Saint Lucia,2021-01-01,imports,1141,LCA
Saint Lucia,1995-01-01,exports,109,LCA
Saint Lucia,2005-01-01,exports,64,LCA
Saint Lucia,2010-01-01,exports,215,LCA
Saint Lucia,2015-01-01,exports,181,LCA
Saint Lucia,2019-01-01,exports,97,LCA
Saint Lucia,2020-01-01,exports,81,LCA
Saint Lucia,2021-01-01,exports,157,LCA
Saint Lucia,1995-01-01,balance_import_export,-197,LCA
Saint Lucia,2005-01-01,balance_import_export,-422,LCA
Saint Lucia,2010-01-01,balance_import_export,-432,LCA
Saint Lucia,2015-01-01,balance_import_export,-403,LCA
Saint Lucia,2019-01-01,balance_import_export,-527,LCA
Saint Lucia,2020-01-01,balance_import_export,-540,LCA
Saint Lucia,2021-01-01,balance_import_export,-984,LCA
Saint Pierre and Miquelon,1995-01-01,imports,96,SPM
Saint Pierre and Miquelon,2005-01-01,imports,216,SPM
Saint Pierre and Miquelon,2010-01-01,imports,747,SPM
Saint Pierre and Miquelon,2015-01-01,imports,2259,SPM
Saint Pierre and Miquelon,2019-01-01,imports,3870,SPM
Saint Pierre and Miquelon,2020-01-01,imports,4402,SPM
Saint Pierre and Miquelon,2021-01-01,imports,5008,SPM
Saint Pierre and Miquelon,1995-01-01,exports,16,SPM
Saint Pierre and Miquelon,2005-01-01,exports,31,SPM
Saint Pierre and Miquelon,2010-01-01,exports,137,SPM
Saint Pierre and Miquelon,2015-01-01,exports,533,SPM
Saint Pierre and Miquelon,2019-01-01,exports,1112,SPM
Saint Pierre and Miquelon,2020-01-01,exports,1328,SPM
Saint Pierre and Miquelon,2021-01-01,exports,1587,SPM
Saint Pierre and Miquelon,1995-01-01,balance_import_export,-80,SPM
Saint Pierre and Miquelon,2005-01-01,balance_import_export,-185,SPM
Saint Pierre and Miquelon,2010-01-01,balance_import_export,-610,SPM
Saint Pierre and Miquelon,2015-01-01,balance_import_export,-1726,SPM
Saint Pierre and Miquelon,2019-01-01,balance_import_export,-2758,SPM
Saint Pierre and Miquelon,2020-01-01,balance_import_export,-3074,SPM
Saint Pierre and Miquelon,2021-01-01,balance_import_export,-3421,SPM
Saint Vincent & Grenadines,1995-01-01,imports,134,
Saint Vincent & Grenadines,2005-01-01,imports,240,
Saint Vincent & Grenadines,2010-01-01,imports,379,
Saint Vincent & Grenadines,2015-01-01,imports,334,
Saint Vincent & Grenadines,2019-01-01,imports,335,
Saint Vincent & Grenadines,2020-01-01,imports,277,
Saint Vincent & Grenadines,2021-01-01,imports,372,
Saint Vincent & Grenadines,1995-01-01,exports,59,
Saint Vincent & Grenadines,2005-01-01,exports,40,
Saint Vincent & Grenadines,2010-01-01,exports,42,
Saint Vincent & Grenadines,2015-01-01,exports,47,
Saint Vincent & Grenadines,2019-01-01,exports,38,
Saint Vincent & Grenadines,2020-01-01,exports,8,
Saint Vincent & Grenadines,2021-01-01,exports,35,
Saint Vincent & Grenadines,1995-01-01,balance_import_export,-75,
Saint Vincent & Grenadines,2005-01-01,balance_import_export,-201,
Saint Vincent & Grenadines,2010-01-01,balance_import_export,-338,
Saint Vincent & Grenadines,2015-01-01,balance_import_export,-287,
Saint Vincent & Grenadines,2019-01-01,balance_import_export,-297,
Saint Vincent & Grenadines,2020-01-01,balance_import_export,-269,
Saint Vincent & Grenadines,2021-01-01,balance_import_export,-338,
Samoa,1995-01-01,imports,95,WSM
Samoa,2005-01-01,imports,239,WSM
Samoa,2010-01-01,imports,310,WSM
Samoa,2015-01-01,imports,371,WSM
Samoa,2019-01-01,imports,391,WSM
Samoa,2020-01-01,imports,410,WSM
Samoa,2021-01-01,imports,368,WSM
Samoa,1995-01-01,exports,9,WSM
Samoa,2005-01-01,exports,87,WSM
Samoa,2010-01-01,exports,70,WSM
Samoa,2015-01-01,exports,59,WSM
Samoa,2019-01-01,exports,49,WSM
Samoa,2020-01-01,exports,57,WSM
Samoa,2021-01-01,exports,29,WSM
Samoa,1995-01-01,balance_import_export,-86,WSM
Samoa,2005-01-01,balance_import_export,-151,WSM
Samoa,2010-01-01,balance_import_export,-240,WSM
Samoa,2015-01-01,balance_import_export,-312,WSM
Samoa,2019-01-01,balance_import_export,-341,WSM
Samoa,2020-01-01,balance_import_export,-352,WSM
Samoa,2021-01-01,balance_import_export,-339,WSM
Sao Tome and Principe,1995-01-01,imports,29,STP
Sao Tome and Principe,2005-01-01,imports,50,STP
Sao Tome and Principe,2010-01-01,imports,112,STP
Sao Tome and Principe,2015-01-01,imports,142,STP
Sao Tome and Principe,2019-01-01,imports,148,STP
Sao Tome and Principe,2020-01-01,imports,138,STP
Sao Tome and Principe,2021-01-01,imports,166,STP
Sao Tome and Principe,1995-01-01,exports,5,STP
Sao Tome and Principe,2005-01-01,exports,3,STP
Sao Tome and Principe,2010-01-01,exports,6,STP
Sao Tome and Principe,2015-01-01,exports,9,STP
Sao Tome and Principe,2019-01-01,exports,10,STP
Sao Tome and Principe,2020-01-01,exports,12,STP
Sao Tome and Principe,2021-01-01,exports,19,STP
Sao Tome and Principe,1995-01-01,balance_import_export,-24,STP
Sao Tome and Principe,2005-01-01,balance_import_export,-46,STP
Sao Tome and Principe,2010-01-01,balance_import_export,-106,STP
Sao Tome and Principe,2015-01-01,balance_import_export,-133,STP
Sao Tome and Principe,2019-01-01,balance_import_export,-138,STP
Sao Tome and Principe,2020-01-01,balance_import_export,-126,STP
Sao Tome and Principe,2021-01-01,balance_import_export,-147,STP
Saudi Arabia,1995-01-01,imports,28085,SAU
Saudi Arabia,2005-01-01,imports,57233,SAU
Saudi Arabia,2010-01-01,imports,103622,SAU
Saudi Arabia,2015-01-01,imports,174786,SAU
Saudi Arabia,2019-01-01,imports,144334,SAU
Saudi Arabia,2020-01-01,imports,131313,SAU
Saudi Arabia,2021-01-01,imports,146700,SAU
Saudi Arabia,1995-01-01,exports,49030,SAU
Saudi Arabia,2005-01-01,exports,180278,SAU
Saudi Arabia,2010-01-01,exports,250577,SAU
Saudi Arabia,2015-01-01,exports,203689,SAU
Saudi Arabia,2019-01-01,exports,251800,SAU
Saudi Arabia,2020-01-01,exports,185699,SAU
Saudi Arabia,2021-01-01,exports,298163,SAU
Saudi Arabia,1995-01-01,balance_import_export,20944,SAU
Saudi Arabia,2005-01-01,balance_import_export,123045,SAU
Saudi Arabia,2010-01-01,balance_import_export,146955,SAU
Saudi Arabia,2015-01-01,balance_import_export,28903,SAU
Saudi Arabia,2019-01-01,balance_import_export,107466,SAU
Saudi Arabia,2020-01-01,balance_import_export,54386,SAU
Saudi Arabia,2021-01-01,balance_import_export,151463,SAU
Senegal,1995-01-01,imports,1413,SEN
Senegal,2005-01-01,imports,3498,SEN
Senegal,2010-01-01,imports,4777,SEN
Senegal,2015-01-01,imports,5595,SEN
Senegal,2019-01-01,imports,8144,SEN
Senegal,2020-01-01,imports,7812,SEN
Senegal,2021-01-01,imports,9699,SEN
Senegal,1995-01-01,exports,412,SEN
Senegal,2005-01-01,exports,1471,SEN
Senegal,2010-01-01,exports,2086,SEN
Senegal,2015-01-01,exports,2612,SEN
Senegal,2019-01-01,exports,4179,SEN
Senegal,2020-01-01,exports,3929,SEN
Senegal,2021-01-01,exports,5202,SEN
Senegal,1995-01-01,balance_import_export,-1001,SEN
Senegal,2005-01-01,balance_import_export,-2027,SEN
Senegal,2010-01-01,balance_import_export,-2691,SEN
Senegal,2015-01-01,balance_import_export,-2984,SEN
Senegal,2019-01-01,balance_import_export,-3965,SEN
Senegal,2020-01-01,balance_import_export,-3883,SEN
Senegal,2021-01-01,balance_import_export,-4497,SEN
Serbia,2010-01-01,imports,16735,SRB
Serbia,2015-01-01,imports,18210,SRB
Serbia,2019-01-01,imports,26730,SRB
Serbia,2020-01-01,imports,26228,SRB
Serbia,2021-01-01,imports,33791,SRB
Serbia,2010-01-01,exports,9795,SRB
Serbia,2015-01-01,exports,13379,SRB
Serbia,2019-01-01,exports,19633,SRB
Serbia,2020-01-01,exports,19501,SRB
Serbia,2021-01-01,exports,25564,SRB
Serbia,2010-01-01,balance_import_export,-6940,SRB
Serbia,2015-01-01,balance_import_export,-4831,SRB
Serbia,2019-01-01,balance_import_export,-7097,SRB
Serbia,2020-01-01,balance_import_export,-6727,SRB
Serbia,2021-01-01,balance_import_export,-8228,SRB
Serbia and Monten. [former],1995-01-01,imports,2666,
Serbia and Monten. [former],2005-01-01,imports,11393,
Serbia and Monten. [former],1995-01-01,exports,1531,
Serbia and Monten. [former],2005-01-01,exports,4430,
Serbia and Monten. [former],1995-01-01,balance_import_export,-1135,
Serbia and Monten. [former],2005-01-01,balance_import_export,-6963,
Seychelles,1995-01-01,imports,255,SYC
Seychelles,2005-01-01,imports,675,SYC
Seychelles,2010-01-01,imports,1180,SYC
Seychelles,2015-01-01,imports,975,SYC
Seychelles,2019-01-01,imports,1438,SYC
Seychelles,2020-01-01,imports,1494,SYC
Seychelles,2021-01-01,imports,1132,SYC
Seychelles,1995-01-01,exports,53,SYC
Seychelles,2005-01-01,exports,340,SYC
Seychelles,2010-01-01,exports,418,SYC
Seychelles,2015-01-01,exports,474,SYC
Seychelles,2019-01-01,exports,824,SYC
Seychelles,2020-01-01,exports,961,SYC
Seychelles,2021-01-01,exports,1075,SYC
Seychelles,1995-01-01,balance_import_export,-202,SYC
Seychelles,2005-01-01,balance_import_export,-335,SYC
Seychelles,2010-01-01,balance_import_export,-763,SYC
Seychelles,2015-01-01,balance_import_export,-501,SYC
Seychelles,2019-01-01,balance_import_export,-614,SYC
Seychelles,2020-01-01,balance_import_export,-533,SYC
Seychelles,2021-01-01,balance_import_export,-58,SYC
Sierra Leone,1995-01-01,imports,131,SLE
Sierra Leone,2005-01-01,imports,341,SLE
Sierra Leone,2010-01-01,imports,776,SLE
Sierra Leone,2015-01-01,imports,1759,SLE
Sierra Leone,2019-01-01,imports,1760,SLE
Sierra Leone,2020-01-01,imports,1112,SLE
Sierra Leone,2021-01-01,imports,1939,SLE
Sierra Leone,1995-01-01,exports,42,SLE
Sierra Leone,2005-01-01,exports,154,SLE
Sierra Leone,2010-01-01,exports,319,SLE
Sierra Leone,2015-01-01,exports,93,SLE
Sierra Leone,2019-01-01,exports,289,SLE
Sierra Leone,2020-01-01,exports,219,SLE
Sierra Leone,2021-01-01,exports,263,SLE
Sierra Leone,1995-01-01,balance_import_export,-89,SLE
Sierra Leone,2005-01-01,balance_import_export,-187,SLE
Sierra Leone,2010-01-01,balance_import_export,-457,SLE
Sierra Leone,2015-01-01,balance_import_export,-1666,SLE
Sierra Leone,2019-01-01,balance_import_export,-1471,SLE
Sierra Leone,2020-01-01,balance_import_export,-894,SLE
Sierra Leone,2021-01-01,balance_import_export,-1677,SLE
Singapore,1995-01-01,imports,124503,SGP
Singapore,2005-01-01,imports,200724,SGP
Singapore,2010-01-01,imports,313071,SGP
Singapore,2015-01-01,imports,308122,SGP
Singapore,2019-01-01,imports,358975,SGP
Singapore,2020-01-01,imports,328624,SGP
Singapore,2021-01-01,imports,555098,SGP
Singapore,1995-01-01,exports,118263,SGP
Singapore,2005-01-01,exports,230344,SGP
Singapore,2010-01-01,exports,353240,SGP
Singapore,2015-01-01,exports,357941,SGP
Singapore,2019-01-01,exports,390332,SGP
Singapore,2020-01-01,exports,373684,SGP
Singapore,2021-01-01,exports,643131,SGP
Singapore,1995-01-01,balance_import_export,-6240,SGP
Singapore,2005-01-01,balance_import_export,29619,SGP
Singapore,2010-01-01,balance_import_export,40169,SGP
Singapore,2015-01-01,balance_import_export,49820,SGP
Singapore,2019-01-01,balance_import_export,31357,SGP
Singapore,2020-01-01,balance_import_export,45059,SGP
Singapore,2021-01-01,balance_import_export,88033,SGP
Slovakia,1995-01-01,imports,8162,SVK
Slovakia,2005-01-01,imports,34226,SVK
Slovakia,2010-01-01,imports,65644,SVK
Slovakia,2015-01-01,imports,73053,SVK
Slovakia,2019-01-01,imports,90908,SVK
Slovakia,2020-01-01,imports,84998,SVK
Slovakia,2021-01-01,imports,104682,SVK
Slovakia,1995-01-01,exports,8374,SVK
Slovakia,2005-01-01,exports,32210,SVK
Slovakia,2010-01-01,exports,65306,SVK
Slovakia,2015-01-01,exports,74970,SVK
Slovakia,2019-01-01,exports,89909,SVK
Slovakia,2020-01-01,exports,86708,SVK
Slovakia,2021-01-01,exports,104360,SVK
Slovakia,1995-01-01,balance_import_export,212,SVK
Slovakia,2005-01-01,balance_import_export,-2016,SVK
Slovakia,2010-01-01,balance_import_export,-338,SVK
Slovakia,2015-01-01,balance_import_export,1916,SVK
Slovakia,2019-01-01,balance_import_export,-999,SVK
Slovakia,2020-01-01,balance_import_export,1709,SVK
Slovakia,2021-01-01,balance_import_export,-322,SVK
Slovenia,1995-01-01,imports,9492,SVN
Slovenia,2005-01-01,imports,19626,SVN
Slovenia,2010-01-01,imports,26592,SVN
Slovenia,2015-01-01,imports,25870,SVN
Slovenia,2019-01-01,imports,38162,SVN
Slovenia,2020-01-01,imports,36513,SVN
Slovenia,2021-01-01,imports,49607,SVN
Slovenia,1995-01-01,exports,8316,SVN
Slovenia,2005-01-01,exports,17896,SVN
Slovenia,2010-01-01,exports,24435,SVN
Slovenia,2015-01-01,exports,26587,SVN
Slovenia,2019-01-01,exports,37575,SVN
Slovenia,2020-01-01,exports,37471,SVN
Slovenia,2021-01-01,exports,46773,SVN
Slovenia,1995-01-01,balance_import_export,-1176,SVN
Slovenia,2005-01-01,balance_import_export,-1730,SVN
Slovenia,2010-01-01,balance_import_export,-2157,SVN
Slovenia,2015-01-01,balance_import_export,717,SVN
Slovenia,2019-01-01,balance_import_export,-587,SVN
Slovenia,2020-01-01,balance_import_export,958,SVN
Slovenia,2021-01-01,balance_import_export,-2834,SVN
Solomon Islands,1995-01-01,imports,154,SLB
Solomon Islands,2005-01-01,imports,139,SLB
Solomon Islands,2010-01-01,imports,328,SLB
Solomon Islands,2015-01-01,imports,466,SLB
Solomon Islands,2019-01-01,imports,554,SLB
Solomon Islands,2020-01-01,imports,444,SLB
Solomon Islands,2021-01-01,imports,574,SLB
Solomon Islands,1995-01-01,exports,168,SLB
Solomon Islands,2005-01-01,exports,70,SLB
Solomon Islands,2010-01-01,exports,215,SLB
Solomon Islands,2015-01-01,exports,400,SLB
Solomon Islands,2019-01-01,exports,448,SLB
Solomon Islands,2020-01-01,exports,371,SLB
Solomon Islands,2021-01-01,exports,356,SLB
Solomon Islands,1995-01-01,balance_import_export,14,SLB
Solomon Islands,2005-01-01,balance_import_export,-68,SLB
Solomon Islands,2010-01-01,balance_import_export,-112,SLB
Solomon Islands,2015-01-01,balance_import_export,-65,SLB
Solomon Islands,2019-01-01,balance_import_export,-106,SLB
Solomon Islands,2020-01-01,balance_import_export,-73,SLB
Solomon Islands,2021-01-01,balance_import_export,-218,SLB
Somalia,1995-01-01,imports,38,SOM
Somalia,2005-01-01,imports,469,SOM
Somalia,2010-01-01,imports,496,SOM
Somalia,2015-01-01,imports,525,SOM
Somalia,2019-01-01,imports,3078,SOM
Somalia,2020-01-01,imports,3262,SOM
Somalia,2021-01-01,imports,3675,SOM
Somalia,1995-01-01,exports,38,SOM
Somalia,2005-01-01,exports,379,SOM
Somalia,2010-01-01,exports,568,SOM
Somalia,2015-01-01,exports,853,SOM
Somalia,2019-01-01,exports,643,SOM
Somalia,2020-01-01,exports,530,SOM
Somalia,2021-01-01,exports,610,SOM
Somalia,1995-01-01,balance_import_export,0,SOM
Somalia,2005-01-01,balance_import_export,-90,SOM
Somalia,2010-01-01,balance_import_export,72,SOM
Somalia,2015-01-01,balance_import_export,328,SOM
Somalia,2019-01-01,balance_import_export,-2436,SOM
Somalia,2020-01-01,balance_import_export,-2732,SOM
Somalia,2021-01-01,balance_import_export,-3065,SOM
South Africa,2005-01-01,imports,55033,ZAF
South Africa,2010-01-01,imports,83100,ZAF
South Africa,2015-01-01,imports,85511,ZAF
South Africa,2019-01-01,imports,88037,ZAF
South Africa,2020-01-01,imports,68943,ZAF
South Africa,2021-01-01,imports,96726,ZAF
South Africa,2005-01-01,exports,46991,ZAF
South Africa,2010-01-01,exports,82631,ZAF
South Africa,2015-01-01,exports,80264,ZAF
South Africa,2019-01-01,exports,89396,ZAF
South Africa,2020-01-01,exports,85227,ZAF
South Africa,2021-01-01,exports,125189,ZAF
South Africa,2005-01-01,balance_import_export,-8042,ZAF
South Africa,2010-01-01,balance_import_export,-469,ZAF
South Africa,2015-01-01,balance_import_export,-5246,ZAF
South Africa,2019-01-01,balance_import_export,1358,ZAF
South Africa,2020-01-01,balance_import_export,16284,ZAF
South Africa,2021-01-01,balance_import_export,28462,ZAF
South Sudan,2015-01-01,imports,635,SSD
South Sudan,2019-01-01,imports,825,SSD
South Sudan,2020-01-01,imports,1019,SSD
South Sudan,2021-01-01,imports,1082,SSD
South Sudan,2015-01-01,exports,3103,SSD
South Sudan,2019-01-01,exports,1613,SSD
South Sudan,2020-01-01,exports,783,SSD
South Sudan,2021-01-01,exports,490,SSD
South Sudan,2015-01-01,balance_import_export,2468,SSD
South Sudan,2019-01-01,balance_import_export,788,SSD
South Sudan,2020-01-01,balance_import_export,-236,SSD
South Sudan,2021-01-01,balance_import_export,-593,SSD
Spain,1995-01-01,imports,113399,ESP
Spain,2005-01-01,imports,289611,ESP
Spain,2010-01-01,imports,315547,ESP
Spain,2015-01-01,imports,304708,ESP
Spain,2019-01-01,imports,375485,ESP
Spain,2020-01-01,imports,329739,ESP
Spain,2021-01-01,imports,426060,ESP
Spain,1995-01-01,exports,89616,ESP
Spain,2005-01-01,exports,192798,ESP
Spain,2010-01-01,exports,246265,ESP
Spain,2015-01-01,exports,276959,ESP
Spain,2019-01-01,exports,337215,ESP
Spain,2020-01-01,exports,312081,ESP
Spain,2021-01-01,exports,391559,ESP
Spain,1995-01-01,balance_import_export,-23783,ESP
Spain,2005-01-01,balance_import_export,-96812,ESP
Spain,2010-01-01,balance_import_export,-69282,ESP
Spain,2015-01-01,balance_import_export,-27750,ESP
Spain,2019-01-01,balance_import_export,-38270,ESP
Spain,2020-01-01,balance_import_export,-17658,ESP
Spain,2021-01-01,balance_import_export,-34501,ESP
Sri Lanka,1995-01-01,imports,4756,LKA
Sri Lanka,2005-01-01,imports,8307,LKA
Sri Lanka,2010-01-01,imports,12354,LKA
Sri Lanka,2015-01-01,imports,18967,LKA
Sri Lanka,2019-01-01,imports,19474,LKA
Sri Lanka,2020-01-01,imports,15607,LKA
Sri Lanka,2021-01-01,imports,21502,LKA
Sri Lanka,1995-01-01,exports,3790,LKA
Sri Lanka,2005-01-01,exports,6160,LKA
Sri Lanka,2010-01-01,exports,8304,LKA
Sri Lanka,2015-01-01,exports,10440,LKA
Sri Lanka,2019-01-01,exports,11974,LKA
Sri Lanka,2020-01-01,exports,10707,LKA
Sri Lanka,2021-01-01,exports,13331,LKA
Sri Lanka,1995-01-01,balance_import_export,-966,LKA
Sri Lanka,2005-01-01,balance_import_export,-2147,LKA
Sri Lanka,2010-01-01,balance_import_export,-4050,LKA
Sri Lanka,2015-01-01,balance_import_export,-8528,LKA
Sri Lanka,2019-01-01,balance_import_export,-7500,LKA
Sri Lanka,2020-01-01,balance_import_export,-4900,LKA
Sri Lanka,2021-01-01,balance_import_export,-8171,LKA
State of Palestine,2005-01-01,imports,2668,
State of Palestine,2010-01-01,imports,3959,
State of Palestine,2015-01-01,imports,5225,
State of Palestine,2019-01-01,imports,6613,
State of Palestine,2020-01-01,imports,6063,
State of Palestine,2021-01-01,imports,6526,
State of Palestine,2005-01-01,exports,335,
State of Palestine,2010-01-01,exports,576,
State of Palestine,2015-01-01,exports,958,
State of Palestine,2019-01-01,exports,1104,
State of Palestine,2020-01-01,exports,1055,
State of Palestine,2021-01-01,exports,1379,
State of Palestine,2005-01-01,balance_import_export,-2332,
State of Palestine,2010-01-01,balance_import_export,-3383,
State of Palestine,2015-01-01,balance_import_export,-4268,
State of Palestine,2019-01-01,balance_import_export,-5510,
State of Palestine,2020-01-01,balance_import_export,-5009,
State of Palestine,2021-01-01,balance_import_export,-5147,
Sudan,2015-01-01,imports,8413,SDN
Sudan,2019-01-01,imports,14212,SDN
Sudan,2020-01-01,imports,10406,SDN
Sudan,2021-01-01,imports,9676,SDN
Sudan,2015-01-01,exports,5588,SDN
Sudan,2019-01-01,exports,2629,SDN
Sudan,2020-01-01,exports,1955,SDN
Sudan,2021-01-01,exports,1913,SDN
Sudan,2015-01-01,balance_import_export,-2826,SDN
Sudan,2019-01-01,balance_import_export,-11583,SDN
Sudan,2020-01-01,balance_import_export,-8451,SDN
Sudan,2021-01-01,balance_import_export,-7763,SDN
Sudan [former],1995-01-01,imports,1185,
Sudan [former],2005-01-01,imports,7367,
Sudan [former],2010-01-01,imports,11875,
Sudan [former],1995-01-01,exports,685,
Sudan [former],2005-01-01,exports,4506,
Sudan [former],2010-01-01,exports,11529,
Sudan [former],1995-01-01,balance_import_export,-500,
Sudan [former],2005-01-01,balance_import_export,-2861,
Sudan [former],2010-01-01,balance_import_export,-346,
Suriname,1995-01-01,imports,583,SUR
Suriname,2005-01-01,imports,1050,SUR
Suriname,2010-01-01,imports,1397,SUR
